store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,banner,format,reckitt_target
ChIJwyLSKLypAzERPlYnkwPWzR4,ChIJwyLSKLypAzERPlYnkwPWzR4,108 SHOP,"HF42+3C5, Phe",Mueang Rayong District,Chon Buri,12.5553218,101.4516267,5,2,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","HF42+3C5, Phe, Mueang Rayong District",108 Shop / Lawson,Convenience chain,EXCLUDE — Direct-served (Saha Group)
ChIJZ2Pz37-KAjEROCtFF1zZ_kQ,ChIJZ2Pz37-KAjEROCtFF1zZ_kQ,7-Eleven,ต.แสมสาร,Sattahip District,Chon Buri,12.6005597,100.9581887,3.6,33,0,Active,convenience_store,0,0,FALSE,scraped,1800 226 671,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.7eleven.co.th/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","ต.แสมสาร, Sattahip District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJH1ikTW0BAzER9KPeNBpzGW8,ChIJH1ikTW0BAzER9KPeNBpzGW8,7-Eleven,"HCX4+JMM, Thanon Hat Mae Rumphueng, Tambon Phe",Amphoe Mueang Rayong,Chon Buri,12.59908,101.4066838,4,37,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.co.th/,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","HCX4+JMM, Thanon Hat Mae Rumphueng, Tambon Phe, Amphoe Mueang Rayong",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJt7ckcgABAzEROPvqGc1ZgiQ,ChIJt7ckcgABAzEROPvqGc1ZgiQ,79 mini store,"HCV7+Q74, Unnamed Road, Tambon Phe",Amphoe Mueang Rayong,Chon Buri,12.594384,101.4132,5,1,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","HCV7+Q74, Unnamed Road, Tambon Phe, Amphoe Mueang Rayong",Independent store,Mini-mart / grocer,TARGET — Independent store
ChIJN-bSvm4HAzERgRausQTkgSg,ChIJN-bSvm4HAzERgRausQTkgSg,7-Eleven สาขา ท่าเรือเกาะเสม็ด (02941),"HFF7+J9P, Phe",Mueang Rayong District,Chon Buri,12.5740849,101.4634431,4.4,48,0,Active,convenience_store,0,0,FALSE,scraped,1800 226 671,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.7eleven.co.th/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","HFF7+J9P, Phe, Mueang Rayong District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJpxo_mmUHAzERLOwu7oJj78A,ChIJpxo_mmUHAzERLOwu7oJj78A,7-Eleven,"HF97+CVC, Phe",Mueang Rayong District,Chon Buri,12.5685527,101.4646395,4.3,83,0,Active,convenience_store,0,0,FALSE,scraped,1800 226 671,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.7eleven.co.th/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","HF97+CVC, Phe, Mueang Rayong District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJ6a8hpFkHAzERfj5CgD9YOmo,ChIJ6a8hpFkHAzERfj5CgD9YOmo,7-Eleven สาขา เกาะเสม็ด (02145),"HF97+FQ5, Phe",Mueang Rayong District,Chon Buri,12.5686122,101.4644865,3.8,17,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.co.th/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","HF97+FQ5, Phe, Mueang Rayong District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJsb8hJAAHAzERXscE2KatN1U,ChIJsb8hJAAHAzERXscE2KatN1U,Islander Shore Shop,Islander,เมือง,Chon Buri,12.5673074,101.4648402,3,2,0,Active,convenience_store,0,0,FALSE,scraped,,,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Islander, เมือง",Independent shop / mart,Mini-mart,TARGET — Likely independent
ChIJYYZgZVmJAjER1B57GeG1vP4,ChIJYYZgZVmJAjER1B57GeG1vP4,7-Eleven สาขา ร้านค้าสวัสดิการภายในฐานทัพเรือสัตหีบ (02051),"MV5P+648, Sattahip",Sattahip District,Chon Buri,12.6580265,100.8853285,3.9,7,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.7eleven.co.th/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","MV5P+648, Sattahip, Sattahip District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
ChIJIQS07_qLAjERfdjtNM8_asE,ChIJIQS07_qLAjERfdjtNM8_asE,7-Eleven สาขา สัตหีบ (00223),"MV7X+6VV, Sattahip",Sattahip District,Chon Buri,12.663112,100.8996769,5,6,0,Active,convenience_store,0,0,FALSE,scraped,1800 226 671,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://7eleven.co.th/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","MV7X+6VV, Sattahip, Sattahip District",7-Eleven,Convenience chain,EXCLUDE — Direct-served convenience chain (CP All)
