store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types
ChIJpY6esxdFiz4RVQNXnDCSKEU,ChIJpY6esxdFiz4RVQNXnDCSKEU,( Mobile shop 📱📞☎️🔋📳🖥️🔌⌨️🎮📱📶🖱️☎️,Kashmir Street,Sohar,Oman,24.3875029,56.7249756,5,2,0,Active,convenience_store,0,0,FALSE,scraped,9476 3249,,,20,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJGaADOzTf0z0R_TkHybslccg,ChIJGaADOzTf0z0R_TkHybslccg,24/7 MS CONVENIENCE STORE,Al Nahda Center Ar Rubat St Salalah OM,Oman,Oman,17.0243437,54.108277,2,1,0,Active,convenience_store,0,0,FALSE,scraped,7176 9269,Monday: 8:00 AM – 2:00 AM | Tuesday: 8:00 AM – 2:00 AM | Wednesday: 8:00 AM – 2:00 AM | Thursday: 8:00 AM – 2:00 AM | Friday: 2:00 PM – 2:00 AM | Saturday: 8:00 AM – 2:00 AM | Sunday: 8:00 AM – 2:00 AM,,18,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']"
ChIJfxMo1nl1Xz4RCamk6VeyObc,ChIJfxMo1nl1Xz4RCamk6VeyObc,247 Supermarket DWC,head quarters A4 - 24 - 908983 55.117626 - Dubai,Oman,Oman,24.9087796,55.1175402,4.3,36,0,Temporarily Closed,supermarket,0,0,FALSE,scraped,052 734 5536,,http://www.247supermarketdwc.com/,20,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ_1gmmET5jj4RJwiby6wuVK4,ChIJ_1gmmET5jj4RJwiby6wuVK4,24-SUPERMARKET_BRANCH_1,WH26+P83,Hayy At-Turath,Oman,22.9017579,57.5607828,3,2,0,Active,convenience_store,0,0,FALSE,scraped,7802 4485,,,17,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJn-WuWB7xjj4RJude3ZV3J6A,ChIJn-WuWB7xjj4RJude3ZV3J6A,24-SUPERMARKET_BRANCH-2,IZKI ROAD,Nizwa,Oman,22.8817607,57.5421984,0,0,0,Active,supermarket,0,0,FALSE,scraped,9385 1324,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,11,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJJ5baHGTfiz4R81W8kdlEN4c,ChIJJ5baHGTfiz4R81W8kdlEN4c,5MINS SHOPPING,ولاية عبري,Oman,Oman,23.2413039,56.5154815,0,0,0,Active,supermarket,0,0,FALSE,scraped,,"Monday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Tuesday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Wednesday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Thursday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Friday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Saturday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM | Sunday: 8:30 AM – 2:00 PM, 4:30 – 11:00 PM",,11,"['grocery_or_supermarket', 'convenience_store', 'shopping_mall', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJld-m1jPfiz4RVr4DhqfjO0w,ChIJld-m1jPfiz4RVr4DhqfjO0w,5MINS SHOPPING بيع المواد الغذائية والخضروات والفواكه,6F5C+QV,Ibri,Oman,23.2093857,56.4721878,4.5,4,0,Active,supermarket,0,0,FALSE,scraped,9439 1112,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,,16,"['supermarket', 'convenience_store', 'shopping_mall', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']"
ChIJq6rqCIASXz4R_-N1ayEmBQA,ChIJq6rqCIASXz4R_-N1ayEmBQA,7-11Emirates JAFZA VIEW - 18,Jafza View 18 - Dubai,Oman,Oman,24.9835444,55.0937075,0,0,0,Active,convenience_store,0,0,FALSE,scraped,,Monday: 6:30 AM – 10:00 PM | Tuesday: 6:30 AM – 10:00 PM | Wednesday: 6:30 AM – 10:00 PM | Thursday: 6:30 AM – 10:00 PM | Friday: 6:30 AM – 10:00 PM | Saturday: 6:30 AM – 10:00 PM | Sunday: 6:30 AM – 10:00 PM,,20,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
ChIJ6bGZ4xe1ij4RX4_O24nI81s,ChIJ6bGZ4xe1ij4RX4_O24nI81s,77 Fresh Supermarket,7QCR+MXR,Al Buraimi,Oman,24.2718172,55.792283,2.4,5,0,Active,supermarket,0,0,FALSE,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,20,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJuVrNC2Xh0z0RZgcNaDEDk1A,ChIJuVrNC2Xh0z0RZgcNaDEDk1A,968 MART,Saadah,Oman,Oman,17.0992322,54.1509663,4,30,0,Active,supermarket,0,0,FALSE,scraped,7861 7568,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,16,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJw7ORHwDt0D0RfYR5EzJX-sw,ChIJw7ORHwDt0D0RfYR5EzJX-sw,Aalam al MALEEHA,M4MC+34,Sarfayt,Oman,16.6826937,53.1203033,4.9,10,0,Active,supermarket,0,0,FALSE,scraped,,,,7,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']"
