store_id,store_name,address,postal_code,city,account,district,region,lat,lng,category,annual_sales_usd,lines_per_store,fsm,sr,rating,review_count,price_level,place_id,phone,opening_hours,website,enrichment_attempted
700_P448,PRECISE HEALTH,"NO.270-G JALAN HARUAN 5/7, PUSAT KOMERSIAL OAKLAND 2",-,70300 SEREMBAN. NSDK,Others,CENTRAL,CENTRAL,2.702446699,101.9190826,OTH,37586.4,1.8,33060,COMRB10,,,,,,,,
700_P459,PASARAYA N.S. SDN BHD-BAHAU-(700-P007),"NO.3997-3999,JALAN BATU BAKAR,PUSAT , PERNIAGAAN TAMAN RIA",72100,72100 BAHAU,Others,CENTRAL,CENTRAL,2.80750823,102.4075089,WHS,3851.7,2,33060,COMRB12,,,,,,,,
700_P462,PETRON TWINVEST MAMBAU,"LOT 13782 -13783 KM 5 1/2, JALAN PORT DISCKSON",71000,MAMBAU.,Others,CENTRAL,CENTRAL,2.678711176,101.9277039,PMS,245.12,3.2,33060,COMRB13,,,,,,,,
700_P464,PEMBORONG M&M CERIA,"NO 49 - 50 JALAN MAHAJAYA, PD CENTRE POINT",70100,,Others,CENTRAL,CENTRAL,2.522302389,101.8009109,SPV,420.82,9.4,33060,COMRB13,,,,,,,,
700_P468,RAIHAN MINI MARKET ( 700-R233),"NO.3 PUSAT PERNIAGAAN, FELDA SERTING HILIR KOMPLEKS",72120,,Others,CENTRAL,CENTRAL,2.94731164,102.4946213,SPV,4436.06,18.6,33060,COMRB12,,,,,,,,
700_R001,RASAH JAYA DAILY MART SDN BHD,"NO. 3384  JALAN RJ 6/1, TAMAN RASAH JAYA",-,70300 SEREMBAN  NSDK.,Others,CENTRAL,CENTRAL,2.679921627,101.9477768,SPV,7096.3,11.4,33060,COMRB13,,,,,,,,
700_R002,ROHAIZAT TRADING,"NO. 7-B  JALAN BESAR, 71200 RANTAU  NSDK.",71200,,Others,CENTRAL,CENTRAL,2.590015888,101.9640961,SPV,991.32,8.4,33060,COMRB13,,,,,,,,
700_R004,RIAS MINI MARKET,"NO. 109 TAMAN PERTAMA, 71000 PORT DICKSON NSDK.",71000,,Others,CENTRAL,CENTRAL,2.55253768,101.806282,SPV,2454.86,13.8,33060,COMRB13,,,,,,,,
700_R007,RAJEN STORE,"NO. 706  LORONG BM 20/1, TAMAN BUKIT MUTIARA",-,70200 SEREMBAN  NSDK.,Others,CENTRAL,CENTRAL,2.765175819,101.9274368,SPV,239.39,4.4,33060,COMRB17,,,,,,,,
700_R010,SAAI RUSHAAN ENTERPRISE,"NO.1 & 2 JALAN 1/11, BANADAR EKAR RANTAU",-,71200 RANTAU   NSDK,Others,CENTRAL,CENTRAL,2.593183517,101.9600906,SPV,1193.56,5.4,33060,COMRB13,,,,,,,,
700_R013,RAMESH MINI MARKET,"NO. 4453  TAMAN MUHIBBAH, 71000 PORT DICKSON  NSDK.",71000,,Others,CENTRAL,CENTRAL,2.529034138,101.8031998,SPV,424.01,9.6,33060,COMRB13,,,,,,,,
700_R020,REN MENG TRADING,"NO. 77 LRG BANDAR BARU 1/1, BANDAR BARU LUKUT",71010,LUKUT,Others,CENTRAL,CENTRAL,2.569689,101.828656,CMH,228.24,7.2,33060,COMRB13,,,,,,,,
700_R023,THANGAIYAN PILLAI PROVISION STORE,NO.46 JALAN BUKIT TEMBOK,70300,,Others,CENTRAL,CENTRAL,2.720469952,101.9357529,SPV,331.65,4.2,33060,COMRB16,,,,,,,,
700_R040,RJ FAMILY STORE SDN BHD,"NO. 3745 &3746 JALAN RJ 6/12, TAMAN RASAH JAYA",-,70300 SEREMBAN NSDK.,FS,CENTRAL,CENTRAL,2.680412054,101.9437332,SMT,121039.4,59.4,33060,COMRB10,,,,,,,,
700_R041,RANTAU PHARMACY,"210 JALAN BESAR RANTAU, 71200 RANTAU NSDK.",71200,,Others,CENTRAL,CENTRAL,2.5883255,101.9636765,OTH,2286.83,10.6,33060,COMRB13,,,,,,,,
700_R062,ROSLI ASMARY ENTERPRISE,"NO 12  JALAN BESAR FELDA PALONG 12, 73430 GEMAS  NEGERI SEMBILAN.",73430,,Others,CENTRAL,CENTRAL,2.832872391,102.5795441,SPV,157.22,4.4,33060,COMRB12,,,,,,,,
700_R069,ROZY PD FROZEN (700-R243),"NO 6B,BANGUNAN MARA MUKIM SI RUSA(JALAN PANTAI), BATU 4 JALAN PANTAI,",71050,"71050 SI RUSA,NSDK",Others,CENTRAL,CENTRAL,2.501552582,101.8376236,OTH,519.58,7,33060,COMRB13,,,,,,,,
700_S001,PASAR MINI HUP HIN TEMPLER FLAT,"NO. 5-D TEMPLER FLAT, 70200 SEREMBAN NSDK.",70200,(200KG),Others,CENTRAL,CENTRAL,2.735207081,101.9324341,SPV,0,0,33060,COMRB17,,,,,,,,
700_S002,SEREMBAN TRADING,"NO. 10  JALAN TUN DR. ISMAIL, 70000 SEREMBAN  NSDK.",70000,,Others,CENTRAL,CENTRAL,2.731813431,101.9371719,CMH,926.74,4.2,33060,COMRB17,,,,,,,,
700_S003,SYKT.BAN HONG TRADING,"NO. 9  JALAN KONG SANG, 70000 SEREMBAN  NSDK.",70000,,Others,CENTRAL,CENTRAL,2.72827816,101.9369965,OTH,493.56,4.8,33060,COMRB16,,,,,,,,
700_S005,STH MINI MARKET,"NO.689   TAMAN RASAH JAYA, 70300 SEREMBAN. NSDK",70300,,Others,CENTRAL,CENTRAL,2.6814816,101.9397507,SPV,943.88,8.4,33060,COMRB13,,,,,,,,
700_S009,SYARIKAT KHOON SENG ( CHOP KHOON SENG),"NO. 32 JALAN SIOW LOONG HIN, 70000 SEREMBAN NSDK.",70000,,Others,CENTRAL,CENTRAL,2.728115797,101.9391708,OTH,1587.13,8,33060,COMRB16,,,,,,,,
700_S011,SYKT. PER. HUP FATT,"NO. 679  RASAH JAYA, 70300 SEREMBAN  NSDK.",70300,TEL: 06-6313975,Others,CENTRAL,CENTRAL,2.682148218,101.9393463,SPV,276.16,8.6,33060,COMRB13,,,,,,,,
700_S016,SRI MURUGAYA TRADING (700-S495),"NO 66,JALAN BESAR,, 71200 RANTAU NSDK.",71200,,Others,CENTRAL,CENTRAL,2.587391615,101.9627533,SPV,649.72,7.6,33060,COMRB13,,,,,,,,
700_S040,KEDAI RUNCIT SYED BASHA (700-K449),"LOT 13638,KEDAI RUNCIT KG PAYA,, 71000 PORT DICKSON,NSDK",-,,Others,CENTRAL,CENTRAL,2.544226426,101.8140431,SPV,1809.71,13.4,33060,COMRB13,,,,,,,,
700_S041,SARDANA STORE,"NO. 14  BATU 7  TELOK KEMANG, 71050 PORT DICKSON  NSDK.",71050,,Others,CENTRAL,CENTRAL,2.466156483,101.8549957,SPV,193.25,5.8,33060,COMRB13,,,,,,,,
700_S053,KEDAI RUNCIT FAIZA,"NO. 6103-A JALAN KG. ISMAIL, SIAMANG AMPANGAN",70400,70400 SEREMBAN. NSDK,Others,CENTRAL,CENTRAL,2.72846961,101.9647064,SPV,5009.18,8.6,33060,COMRB16,,,,,,,,
700_S054,SUHAILA MINI MARKET,"NO. 48  JALAN BAHAGIA, TAMAN DATO' SHAHBANDAR",-,AMPANGAN  70400 SEREMBAN NSDK,Others,CENTRAL,CENTRAL,2.719541788,101.9651337,SPV,570.04,4.6,33060,COMRB16,,,,,,,,
700_S057,SYKT. STYLE STORE (JELEBU),"125  JALAN DATO MOYANG SALLEH, 71600 KUALA KLAWANG",71600,JELEBU  NSDK,Others,CENTRAL,CENTRAL,2.939711094,102.0710449,OTH,305.55,5.8,33060,COMRB17,,,,,,,,
700_S060,PASARAYA SSR SENAWANG,"NO.1&  3 TAMAN SRI MAWAR 2, LORONG 12/1",-,70450 SENAWANG NSDK.,Others,CENTRAL,CENTRAL,2.692346096,101.9751434,SPV,347.43,5.6,33060,COMRB16,,,,,,,,
700_S065,P/M SAN WENG HENG BAHAU,"NO. 18  JALAN BESAR, LADANG GEDDES",72100,72100 BAHAU  NSDK.,Others,CENTRAL,CENTRAL,2.861704111,102.5224609,SPV,8887.7,20.8,33060,COMRB12,,,,,,,,
700_S073,SOON TECK(W),"NO. 310 JALAN MUAR, 72000 KUALA PILAH NSDK.",72000,(40 tan),Others,CENTRAL,CENTRAL,2.741204739,102.2501831,WHS,14469.86,2,33060,COMRB12,,,,,,,,
700_S089,SYARIKAT LIAN HUAT,"NO. 52  JALAN BESAR, 71800 NILAI  NSDK.",71800,,Others,CENTRAL,CENTRAL,2.801845074,101.7976608,SPV,333.23,7,33060,COMRB10,,,,,,,,
700_S091,SYARIKAT SARVANA,"NO. A-509TAMAN SENTOSA, 72000 KUALA PILAH NSDK.",72000,,Others,CENTRAL,CENTRAL,2.734659433,102.2409439,SPV,2589.17,7.8,33060,COMRB12,,,,,,,,
700_S100,SYARIKAT RIZWAN,"NO. 110  JALAN YAM TUAN, 72000 KUALA PILAH  NSDK.",72000,TEL: 06-4811185,Others,CENTRAL,CENTRAL,2.739008904,102.2484131,SPV,764.02,7,33060,COMRB12,,,,,,,,
700_S103,SYARIKAT YIN SANG,"NO. 2830  JALAN SJ 3/6A, TAMAN SEREMBAN JAYA",-,70450 SEREMBAN  NSDK.,Others,CENTRAL,CENTRAL,2.682091475,101.9719086,CMH,2024.12,9.2,33060,COMRB16,,,,,,,,
700_S119,SIN NG WING SUN M/M,"NO. 2024 TAMAN RIA, 71000 PORT DICKSON NSDK.",71000,H/P: 012-3170309,Others,CENTRAL,CENTRAL,2.553286314,101.8060226,SPV,952.51,6.6,33060,COMRB13,,,,,,,,
700_S135,SETOR BISMILLAH (CAW 2)GEDONG LALANG,"NO. 10-162  GEDONG LALANG, 70400 AMPANGAN  SEREMBAN",70400,NEGERI SEMBILAN DARUL KHUSUS.,Others,CENTRAL,CENTRAL,2.724271297,101.9710312,SPV,1744.45,8.4,33060,COMRB16,,,,,,,,
700_S144,STWO FAMILY STORE SDN. BHD.,"NO. 919-922 JALAN S2 F23, GARDEN HOMES SEREMBAN 2",-,70300 SEREMBAN NSDK.,FS,CENTRAL,CENTRAL,2.682851553,101.9042435,LPV,76076.48,65.8,33060,COMRB10,,,,,,,,
700_S146,SWEE FOONG MINI MARKET,"NO. 2 TAMAN INTAN PERDANA, 71000 PORT DICKSON NSDK.",71000,,Others,CENTRAL,CENTRAL,2.448180199,101.868927,SPV,254.14,6.6,33060,COMRB13,,,,,,,,
700_S148,SARAVANA TRADING,"NO. 110  TAMAN DESA MELANG, FASA 2  72000 KUALA PILAH",72000,NEGERI SEMBILAN DARUL KHUSUS.,Others,CENTRAL,CENTRAL,2.740011692,102.2237015,SPV,833.23,6.6,33060,COMRB12,,,,,,,,
700_S149,STANLEY STORE,"NO. 1  KM 20 JALAN AYER HITAM KEMAYAN, AIR HITAM BANDAR SERI JEMPOL",-,72120 B. BARU SERTING  BAHAU  NSDK.,Others,CENTRAL,CENTRAL,2.948563814,102.3830795,SPV,994.8,10.4,33060,COMRB12,,,,,,,,
700_S194,SIONG WONG TRADING,"NO. 96A, KG. CHENNAH,, KENABOL, JELEBU, NSDK.",70200,,Others,CENTRAL,CENTRAL,3.090410948,102.0739517,SPV,1098.92,7.4,33060,COMRB17,,,,,,,,
700_S200,SIKAMAT FAMILY STORE S/B,"NO. 10-12 LORONG DESA KIARA, 2/3 TAMAN DESA KIARA",70400,,FS,CENTRAL,CENTRAL,2.747156858,101.9636307,SMT,64742.91,31.6,33060,COMRB16,,,,,,,,
700_S201,SALAK MINI MARKET,"NO. 7  JALAN BESAR, SALAK  43900 SEPANG",43900,SELANGOR DARUL EHSAN.,Others,CENTRAL,CENTRAL,2.782263,101.750594,SPV,225.33,6.4,33060,COMRB10,,,,,,,,
700_S203,SAR NILAM ENTERPRISE,"NO. 1  AKED M.D.J., SIMPANG DURIAN",72400,72400 SIMPANG DURIAN  NSDK.,Others,CENTRAL,CENTRAL,3.105302095,102.2211075,SPV,6827.46,24,33060,COMRB12,,,,,,,,
700_S217,MUHRIZ MART (700-M067),"LOT 141,KAMPONG JIBOI,, 70400 SEREMBAN,NSDK",70400,( 500KG),Others,CENTRAL,CENTRAL,2.731881618,101.9675369,SPV,2570.78,9,33060,COMRB16,,,,,,,,
700_S220,AZDA GEMILANG ENTERPRISE (700-A032),"LOT 2086-GM1703, JLN KUALA PILAH-BAHAU",-,72100 BAHAUNSDK.,Others,CENTRAL,CENTRAL,2.75974369,102.2565842,PMS,842.15,4,33060,COMRB12,,,,,,,,
700_S222,SENG HONG MINI MARKET,"30 TAMAN REMBAU JAYA, 71300 REMBAUNSDK",71300,( 1000 KG),Others,CENTRAL,CENTRAL,2.593834877,102.0782623,SPV,1154.58,7.4,33060,COMRB16,,,,,,,,
700_S246,SUTERA ENERGY PETROL STATION (700-S497),"SHELL JALAN RASAH,, 70300 SEREMBAN,NSDK.",70300,,Others,CENTRAL,CENTRAL,2.703094959,101.9405823,PMS,210.14,2.4,33060,COMRB10,,,,,,,,
700_S256,SIKAMAT POINT,"NO.36-38 JLN COLLEGE HEIGHTS 1, TMN COLLEGE HEIGHTS  SIKAMAT",-,70400 SEREMBAN. NSDK,Others,CENTRAL,CENTRAL,2.747276545,101.9709091,SPV,1674.45,3,33060,COMRB17,,,,,,,,
700_S262,SAVEMART TRADING,"NO. 8 - 8A LORONG ANEKA 1, TAMAN ANEKA   BT 9 JALAN PANTAI",71050,71050 TELOK KEMANG. NSDK,Others,CENTRAL,CENTRAL,2.430093,101.863384,SPV,1229.92,8,33060,COMRB13,,,,,,,,
700_S275,SENG HUATLENGGENG,"NO 12  JALAN BESAR, 71750 ULU BERANANG",71750,S'GOR DARUL EHSAN.,Others,CENTRAL,CENTRAL,2.895647526,101.9276428,SPV,524.17,8.2,33060,COMRB17,,,,,,,,
700_S283,S.SASHAN'S MINI MARKET,"NO 22   JALAN DT 7, TAMAN DESA TEMIANG",-,70200 SEREMBAN  NSDK,Others,CENTRAL,CENTRAL,2.762615204,101.9359818,SPV,966,9.2,33060,COMRB17,,,,,,,,
700_S291,ROSWEL ENTERPRISEMANTIN,"NO 6 JALAN UTL 6, BANDAR UNIVERSITY TEKNOLOGI",-,LEGENDA 71700  MANTIN,Others,CENTRAL,CENTRAL,2.822044373,101.8712311,CON,-41.96,14.2,33060,COMRB17,,,,,,,,
700_S296,SPECTRUM PHARMACY,"LOT 573510 TAMAN PANTAI MAS, 71000 PORT DICKSON",71000,NEGERI SEMBILAN.,Others,CENTRAL,CENTRAL,2.556654453,101.8070068,OTH,42.81,7.4,33060,COMRB13,,,,,,,,
700_S298,SRI RANTAU FOOD MART(C),"NO.3713/216 TAMAN PASIR MAS, 71200 RANTAU   NSDK",71200,8.00AM-12.00PM  2.00PM-6.00PM,Others,CENTRAL,CENTRAL,2.587821484,101.9608459,SPV,2887.72,12.6,33060,COMRB13,,,,,,,,
700_S315,SENAWANG FAMILY STORE SDN BHD,"17-22 JALAN ANGGGERIK 1, TAMAN DESA ANGGERIKSENAWANG",70450,SEREMBAN.,FS,CENTRAL,CENTRAL,2.693485,101.992309,LPV,54395.05,20.4,33060,COMRB16,,,,,,,,
700_S331,SHC VALUE MART (700-S488),"119-121 JALAN BESAR TITI,, JELEBU ,NEGERI SEMBILAN",71650,,Others,CENTRAL,CENTRAL,2.997884274,102.0770187,SPV,2558.24,11.8,33060,COMRB17,,,,,,,,
700_S343,SP ZEMART SDN BHD,"NO 13-22 JALAN SERI PANDAN 1, TAMAN SERI PANDAN SIKAMAT",70400,SEREMBAN,ZEMART,CENTRAL,CENTRAL,2.747287512,101.9709015,SMT,129730.56,55,33060,COMRB13,,,,,,,,
700_S393,SHING YONG ENTERPRISE,"NO.5-10 TAMAN MUTIARA, KAMPUNG INDAH",72100,,Others,CENTRAL,CENTRAL,2.806426764,102.4138565,WHS,20605.66,1,33060,COMRB12,,,,,,,,
700_S401,SOON TECK KUALA PILAH ENTERPRISE,NO.304 JLN DATO ULU MUAR,72000,,Others,CENTRAL,CENTRAL,2.741178989,102.2498398,SPV,781.14,7.4,33060,COMRB12,,,,,,,,
700_S411,PUAN CHIK SUPER MART (700-P584),4079   TAMAN TUNKU PUAN CHIK,72100,,Others,CENTRAL,CENTRAL,2.804561615,102.374649,SPV,656.31,8,33060,COMRB12,,,,,,,,
700_S412,SYARIKAT AMIN,"458  PD UTAMA, JALAN PANTAI",71000,PORT DISCKSONNS,Others,CENTRAL,CENTRAL,2.516933441,101.8300476,SPV,2698.36,12.8,33060,COMRB13,,,,,,,,
700_S413,KEDAI RUNCIT SITI HALINA MAJU,"NO.11 KEDAI FELDA, PUSAT BANDAR PALONG 4 5 6",70343,,Others,CENTRAL,CENTRAL,2.738509893,102.6454468,SPV,417.28,6.6,33060,COMRB12,,,,,,,,
700_S418,SRI MINANG CASH & CARRY (KUALA PILAH) SDN BHD,LOT 1334-1344  JALAN BAHAU,72000,,Others,CENTRAL,CENTRAL,2.752815008,102.2493057,SPV,7116.38,21.6,33060,COMRB12,,,,,,,,
700_S424,KEDAI RUNCIT JMI,NO.5192 BLOCK C   JLN TMN DATO SHAH BANDAR,70400,,Others,CENTRAL,CENTRAL,2.721493244,101.9644623,SPV,418.64,6.8,33060,COMRB16,,,,,,,,
700_T002,T.B.R.SHOPPING CENTRE S/B(W),"NO. 43 JALAN TUANKU MUNAWIR, 70000 SEREMBAN NSDK.",70000,,Others,CENTRAL,CENTRAL,2.726543427,101.9370499,OTH,1485.72,4.8,33060,COMRB16,,,,,,,,
700_T013,TECK SENG MEDICAL HALL,"NO. 29  JALAN DATO ABDULLAH, KUALA KLAWANG",71600,71600 JELEBU  NSDK.,Others,CENTRAL,CENTRAL,2.939999104,102.0704956,CMH,654.5,7.6,33060,COMRB17,,,,,,,,
700_T024,TEE HIAP HUATKP,"NO. 19  LISTER ROAD, 72000 KUALA PILAH  NSDK.",72000,,Others,CENTRAL,CENTRAL,2.741135836,102.2488098,SPV,285.13,9.6,33060,COMRB12,,,,,,,,
700_T025,TIAN & GUAN TRADING,"NO. 35  PEKAN SENALING, 72000 KUALA PILAH  NSDK.",72000,(500KG),Others,CENTRAL,CENTRAL,2.708443403,102.2505569,SPV,404.92,4,33060,COMRB12,,,,,,,,
700_T026,TF VALUE MART SDN BHD-PD,"NO.15 JALAN WATERFRONT 3, PD WATERFRONT",71000,,TFV,CENTRAL,CENTRAL,2.522060394,101.8004456,SMT,60126.45,24,33060,COMRB10,,,,,,,,
700_T027,KEDAI RUNCIT TACK KEE,"NO. 14  SIMPANG DURIAN, 72000 VIA KUALA PILAH  NSDK.",72000,,Others,CENTRAL,CENTRAL,3.098476171,102.2187347,SPV,214.01,5.2,33060,COMRB12,,,,,,,,
700_T028,CHOP TAI SEN TONG,"NO. 1 JALAN BESAR BANDAR, BARU LUKUT 71010 LUKUT",-,PORT DICKSON NSDK.,Others,CENTRAL,CENTRAL,2.570156097,101.8293686,CMH,-185.24,6.8,33060,COMRB13,,,,,,,,
700_T030,CHOP TECK HUAT (SPG.DURIAN),"NO. 8  PEKAN DESA PERMAI, 72400 SIMPANG DURIAN  JELEBU",72400,NEGERI SEMBILAN DARUL KHUSUS.,Others,CENTRAL,CENTRAL,3.095522404,102.2199249,SPV,206.5,5.6,33060,COMRB12,,,,,,,,
700_T047,TUT LEE TRADING CO.,"NO. 96C  JALAN TEMIANG, 70200 SEREMBAN  NSDK.",70200,,Others,CENTRAL,CENTRAL,2.733424425,101.9378967,SPV,630.31,4.2,33060,COMRB17,,,,,,,,
700_T048,TONG HUAT,"NO. 479 JALAN BESAR, 42800 TANJONG SEPAT",42800,SELANGOR DARUL EHSAN.,Others,CENTRAL,CENTRAL,2.660044909,101.5613022,SPV,627.77,4.4,33060,COMRB10,,,,,,,,
700_T050,THREE IN ONE ROUND EMPORIUM,"NO. 30 & 31  JALAN SRI TELAWI, TAMAN SRI TELAWI",-,70400 SEREMBAN  NSDK.,Others,CENTRAL,CENTRAL,2.728344917,102.0000763,SPV,290.4,6.4,33060,COMRB16,,,,,,,,
700_T063,TF MULTI FOOD MARKETING,"NO. 4&6  JALAN SJ 8/4A, TAMAN SEREMBAN JAYA",70450,70450 SEREMBAN  NSDK. (5TAN),Others,CENTRAL,CENTRAL,2.675676107,101.9780884,OTH,127.94,3.4,33060,COMRB16,,,,,,,,
700_T066,KEDAI RUNCIT THIAN YU,"NO. 28 JALAN BESAR, 71700 MANTIN NSDK.",71700,(500KG),Others,CENTRAL,CENTRAL,2.822871685,101.8950424,SPV,559.16,4.8,33060,COMRB17,,,,,,,,
700_T073,TYNEHEALTH PHARMACY,"NO. 4 JALAN KEMUNING 1, TAMAN KEMUNING",70450,70450 SENAWANG NSDK.,Others,CENTRAL,CENTRAL,2.692471743,101.9848175,OTH,2960.92,8.4,33060,COMRB16,,,,,,,,
700_T076,GRAND LEXIS PORT DICKSON,"THE LEGEND, BATU 2  JALAN SEREMBAN",-,71000 PORT DICKSON   NSDK,Others,CENTRAL,CENTRAL,2.551347733,101.796402,OTH,0,0,33060,COMRB13,,,,,,,,
