city,place_id,name,name_norm,address,lat,lng,types,banner,format,reckitt_target
"RECIFE, PE",,Assaí Atacadista,assai atacadista,"Avenida Marechal Mascarenhas de Morais, 2056 - Imbiribeira, Recife",-8.100839599999999,-34.9118576,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Assaí,Atacarejo,TARGET
"RECIFE, PE",,União Correias,uniao correias,"Rua João Teixeira, 130 - Estância, Recife",-8.085781799999998,-34.9278612,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Supermercado Sttyllo,supermercado sttyllo,"380, Rua Itanagé, 132 - Ipsep, Recife",-8.106200299999998,-34.9204675,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Sttyllo,Supermercado,TARGET
"RECIFE, PE",,Supermarket Arco - Iris,supermarket arco - iris,"Rua Jean Emile Favre, 840 - Ipsep, Recife",-8.109280700000001,-34.917829,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Supermarket Arco-Mix Areias,supermarket arco-mix areias,"Avenida Doutor José Rufino, 1243 - Barro, Recife",-8.090471299999999,-34.93433869999999,"supermarket,grocery_or_supermarket,storage,store,restaurant,food,point_of_interest,establishment",Arco-Mix / Arco-Íris,Supermercado,TARGET
"RECIFE, PE",,Todo Dia,todo dia,"Estrada dos Remédios, 162 - Afogados, Recife",-8.078743,-34.9065042,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Carrefour Hipermercado Avenida Recife,carrefour hipermercado avenida recife,"Avenida Capitão Gregório de Caldas, 121 - Areias, Recife",-8.097647700000001,-34.9293324,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Carrefour,Hipermercado / Supermercado,TARGET
"RECIFE, PE",,Sam's Club Recife,sam's club recife,"Avenida Marechal Mascarenhas de Morais, 3402 - Imbiribeira, Recife",-8.114355800000002,-34.91398629999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Sam's Club,Atacarejo,TARGET
"RECIFE, PE",,Casa dos Filtros Ltda,casa dos filtros,"Avenida Pinheiros, 74 - Imbiribeira, Recife",-8.0911163,-34.90932129999999,"supermarket,grocery_or_supermarket,car_repair,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Capotaria Batista,capotaria batista,"Avenida Marechal Mascarenhas de Morais, 1776 - Imbiribeira, Recife",-8.097638,-34.91020989999999,"furniture_store,supermarket,grocery_or_supermarket,car_repair,home_goods_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Loja de Móveis,EXCLUDE
"RECIFE, PE",,Supermercado Lagoa,supermercado lagoa,"Rua Eliza Dias Ferreira, N° 30 - Imbiribeira, Recife",-8.092468799999999,-34.9161627,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercearia Pura Alegria Da Viví,mercearia pura alegria da vivi,"Rua Quinta do Sol - Jiquiá, Recife",-8.090351199999999,-34.92219620000001,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercadinho Figueirôa,mercadinho figueiroa,"Avenida Tapajós, 603 - Estância, Recife",-8.0931722,-34.9240344,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho JR,mercadinho jr,"Rua Nordestina, 26 - Estância, Recife",-8.092287599999999,-34.92494359999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Hiper Frut,hiper frut,"Avenida Tapajós, 489 - Areias, Recife",-8.0926438,-34.9251847,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Hipermercado,TARGET
"RECIFE, PE",,Casa do Ovo e Queijo,casa do ovo e queijo,"Rua João Teixeira, 839 - Estância, Recife",-8.0903837,-34.926025,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Merc.Mine Preço,merc.mine preco,"travessa da santa cruz - Jiquiá, Recife",-8.08594,-34.9199491,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Vila Nova Economia perto De Você!,mercadinho vila nova economia perto de voce!,Brazil,-8.0856959,-34.920482,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Hort frut Primos,hort frut primos,"Avenida Tapajós, 239 - Areias, Recife",-8.091736899999999,-34.9270597,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,NovaMeta,novameta,"Rua General Góes Monteiro, 512 - Imbiribeira, Recife",-8.095787,-34.91058700000001,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Verdão da Imbiribeira,verdao da imbiribeira,"Avenida Pinheiros, 177 - Imbiribeira, Recife",-8.0912002,-34.9101482,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho do Barbosa,mercadinho do barbosa,"Travessa Poeta Manuel Bandeira, 319 - Imbiribeira, Recife",-8.101220399999999,-34.9133563,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,PL Comércio,pl,"Rua Porto Estrela, 3 - 3a - Jiquiá, Recife",-8.0847742,-34.9209908,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,J.G.P Mercearia,j.g.prcearia,"Avenida Luxemburgo, 560 - Imbiribeira, Recife",-8.102474899999999,-34.9149607,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Sacolao Da Ju,sacolao da ju,"Avenida Luxemburgo - Imbiribeira, Recife",-8.1017326,-34.9130973,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Point napolis,point napolis,"Rua Nápolis, 209 - Imbiribeira, Recife",-8.102748499999999,-34.9146936,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercearia Estância,mercearia estancia,"351, Rua João Teixeira, 279 - Estância, Recife",-8.0875826,-34.92691300000001,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Depósito e Mercearia R&F,deposito ercearia r&f,"Rua Arquiteto Luiz Nunes, 378 - Imbiribeira, Recife",-8.0872701,-34.9100346,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercearia Lima,mercearia lima,Brazil,-8.1031529,-34.9130462,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mércio da Carne de Sol,mercio da carne de sol,"Rua João Teixeira, 244 - Estância, Recife",-8.0868007,-34.92743869999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Walmart Areias,walmart areias,"Avenida Capitão Gregório de Caldas, 121 - Caçote, Recife",-8.097647700000001,-34.9293324,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Walmart,Hipermercado,TARGET
"RECIFE, PE",,Mercearia Do Chico,mercearia do chico,"Rua Noruega, 413 - Imbiribeira, Recife",-8.1042707,-34.9147748,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercadinho Manoel,mercadinho manoel,"Rua Carlos Pena Filho, 241-293 - Afogados, Recife",-8.082837099999999,-34.91663559999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Empório da Vila,emporio da vila,"Rua Lavinia 125, Rua Lavínia, 133 - Afogados, Recife",-8.0836393,-34.9129956,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Frigorífico Preço bom,frigorifico preco bom,"Rua Campo Largo, 211 - Afogados, Recife",-8.0834019,-34.9133793,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Do Gil,mercadinho do gil,"Rua Treze - Imbiribeira, Recife",-8.099969599999998,-34.9085844,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Novo Renascer,mercadinho novo renascer,"Rua Djalma Honório, 40-74 - Afogados, Recife",-8.0826172,-34.91346950000001,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Bezerra Supermercado,bezerra,"Rua Blumenau, 95 - Ipsep, Recife",-8.1060451,-34.9213938,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Atacadão,atacadao,"Avenida Recife, 5005 - Areias, Recife",-8.088973000000001,-34.93056859999999,"supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",Atacadão,Atacarejo,TARGET
"RECIFE, PE",,Mercadinho Cardcal,mercadinho cardcal,"Avenida Tenente Felipe Bandeira de Melo, 425 - Areias, Recife",-8.093529399999998,-34.9315569,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Lurdes,mercadinho lurdes,"Rua Engenheiro Otávio Arantes, 97 - Imbiribeira, Recife",-8.0860381,-34.9089632,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Jambo,jambo,"Rua Guaraci - Caçote, Recife",-8.0994711,-34.9304296,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Supermercado Sao Miguel,supermercado sao miguel,"Rua São Miguel, 1425 - Afogados, Recife",-8.081068999999998,-34.9194982,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Ki-Nosso Supermercado,ki-nosso,"Rua São Miguel, 1425 - Afogados, Recife",-8.081007099999999,-34.91951879999999,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Simpere,mercadinho simpere,"Rua Simpere, 1-47 - Caçote, Recife",-8.100982799999997,-34.9296821,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Desirée Variedades,desiree variedades,"Rua Turiaçu, 288 - Afogados, Recife",-8.082255899999998,-34.9132242,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Econômico Supermercados,economicos,"Avenida Recife, 1620 - Ipsep, Recife",-8.1036628,-34.9278331,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Comercial de Alimentos - Ipsep,comercial de alimentos - ipsep,"Avenida Recife, 1620 - Ipsep, Recife",-8.103665,-34.928028,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Souza Comercio De Alimentos Ltda,souza de alimentos,"Rua Aurora Caçote - Areias, Recife",-8.1001017,-34.9313134,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Budega,mercadinho budega,"Rua do Despacho, 11-105 - Afogados, Recife",-8.082701,-34.9103766,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Pet é Bicho,pet e bicho,"Avenida Capitão Gregório de Caldas - Caçote, Recife",-8.099103799999998,-34.9323515,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercado Convenção,mercado convencao,"Rua Professor José Vicente, 518 - Ipsep, Recife",-8.107423,-34.9243261,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Ekonômico,mercadinho ekonomico,"Avenida Central, 30 - Mangueira, Recife",-8.079136099999998,-34.9215189,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Imbiribeira,mercadinho imbiribeira,"Rua Professora Rosilda Costa, 183 - Imbiribeira, Recife",-8.086679,-34.90564800000001,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercearia de Dayse,mercearia de dayse,"Travessa Sargento Silvio Delmar Holembach, 29 - Imbiribeira, Recife",-8.105423599999998,-34.9092234,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Mercadinho Do Doro,mercadinho do doro,"Rua Engenho Bom Recreio - Imbiribeira, Recife",-8.0872431,-34.90471710000001,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Mercadinho Esperança,mercadinho esperanca,Brazil,-8.087343199999998,-34.9046077,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Quitanda da Galega,quitanda da galega,"Travessa Doutor Carlos Alberto de Menezes, 22 - Afogados, Recife",-8.0801374,-34.9110765,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Supermercado,TARGET
"RECIFE, PE",,Mercadinho Menor Preço ( JOSE ROBERTO),mercadinhonor preco ( jose roberto),"Avenida Justiça e Paz, 300 - Caçote, Recife",-8.101699799999999,-34.9326962,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Estrela de Papel - Papelaria - Conveniência - Perfumaria - Presentes,estrela de papel - papelaria - conveniencia - perfumaria - presentes,"Rua Jean Emile Favre, 557 - Loja C - Ipsep, Recife",-8.107766899999998,-34.91560680000001,"book_store,convenience_store,clothing_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Livraria,EXCLUDE
"RECIFE, PE",,Banca da Poly,banca da poly,"Avenida José Ferreira Lins, 10 - Imbiribeira, Recife",-8.096685799999998,-34.9148163,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Br Mania,br mania,"Rua General Góes Monteiro, 891 - Imbiribeira, Recife",-8.098712899999999,-34.91039539999999,"convenience_store,store,food,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Tapajós, 29 - Estância, Recife",-8.0905574,-34.9293283,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,bar&café conveniência,bar&cafe conveniencia,"Avenida Marechal Mascarenhas de Morais, 2349 - Loja 02 - Imbiribeira, Recife",-8.104015000000002,-34.91073149999999,"convenience_store,cafe,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Shell,posto shell,"Av. Mal, Avenida Masc. De Morais, 2662 - Imbiribeira, Recife",-8.1080598,-34.9119971,"gas_station,convenience_store,store,food,point_of_interest,establishment",Shell,Posto / Conveniência,TARGET
"RECIFE, PE",,Jet Oil - Serviços Automotivos | Ipiranga,jet oil - servicos automotivos | ipiranga,"Avenida Marechal Mascarenhas de Morais, 2135 - A A - Imbiribeira, Recife",-8.1091976,-34.91163,"convenience_store,store,food,point_of_interest,establishment",Ipiranga,Posto / Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida General Mac Arthur, 1481 - Imbiribeira, Recife",-8.110685199999999,-34.90618139999999,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Mercadinho Emanuel,mercadinho emanuel,"Rua Camacho, 2210 - Imbiribeira, Recife",-8.102539499999999,-34.9213891,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Avenida Marechal Mascarenhas de Morais, 1854 - Imbiribeira, Recife",-8.0989665,-34.9104837,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Barraca do Baiano,barraca do baiano,"Rua Das Maes, 126 - Imbiribeira, Recife",-8.102967399999999,-34.9142266,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,MS BEBIDAS EXPRESS,ms bebidas express,"Rua Engenheiro José Apolinário, 598 - Imbiribeira, Recife",-8.089646199999999,-34.9092284,"convenience_store,liquor_store,home_goods_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Esquina Do Radar Conveniências,esquina do radar conveniencias,"Rua Paris, 262 - Imbiribeira, Recife",-8.103014699999997,-34.91322950000001,"convenience_store,meal_takeaway,store,restaurant,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Capricho,posto capricho,"Avenida Tapajós, 29 - Estância, Recife",-8.090585099999998,-34.9293304,"gas_station,convenience_store,store,food,point_of_interest,establishment",Posto (genérico),Posto / Conveniência,REVIEW
"RECIFE, PE",,BR Mania Conveniência,br mania conveniencia,"Avenida Tapajós, 29 - Estância, Recife",-8.090585099999998,-34.9293304,"convenience_store,atm,cafe,gas_station,car_repair,meal_takeaway,finance,store,restaurant,food,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Cleibson Feliciano lima da Silva,cleibson feliciano lima da silva,"primeira travesa - Rua Nápolis, 85 - Imbiribeira, Recife",-8.103049200000001,-34.9130416,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Galeria Carrefour Avenida Recife,galeria carrefour avenida recife,"Avenida Recife, 3777 - Areias, Recife",-8.0977471,-34.9292544,"convenience_store,store,food,point_of_interest,establishment",Carrefour,Hipermercado / Supermercado,TARGET
"RECIFE, PE",,Mercado Erimarket,mercado erimarket,"512 A - Piso 1, Rua Potengy, 512 - Ipsep, Recife",-8.105156299999999,-34.9195927,"convenience_store,grocery_or_supermarket,store,restaurant,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,C&L Delivery de Bebidas,c&l delivery de bebidas,"Rua Deputado Pedro Falcão, 157 - Areias, Recife",-8.096942199999999,-34.9302926,"liquor_store,convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Outros,REVIEW
"RECIFE, PE",,LSS Conveniência (Posto BR),lss conveniencia (posto br),"Rua São Miguel, 2072 - Afogados, Recife",-8.083066900000002,-34.9249067,"convenience_store,gas_station,store,food,point_of_interest,establishment",Posto (genérico),Posto / Conveniência,TARGET
"RECIFE, PE",,AmPm Conveniência - Juquiá,ampm conveniencia - juquia,"Rua São Miguel, 2072 - Afogados, Recife",-8.0829335,-34.92498759999999,"convenience_store,store,food,point_of_interest,establishment",AmPm (Shell),Conveniência,TARGET
"RECIFE, PE",,ampm,ampm,Brazil,-8.1040147,-34.9107315,"convenience_store,store,food,point_of_interest,establishment",AmPm (Shell),Conveniência,TARGET
"RECIFE, PE",,Posto Ipiranga,posto ipiranga,"Avenida Marechal Mascarenhas de Morais, 2349 - Imbiribeira, Recife",-8.1040414,-34.91064429999999,"gas_station,car_wash,convenience_store,car_repair,store,food,point_of_interest,establishment",Ipiranga,Posto / Conveniência,TARGET
"RECIFE, PE",,Posto Power,posto power,"Rua São Miguel, 1093 - Afogados, Recife",-8.0808693,-34.91664129999999,"gas_station,convenience_store,store,food,point_of_interest,establishment",Posto (genérico),Posto / Conveniência,REVIEW
"RECIFE, PE",,Ewerson miranda,ewerson miranda,"Rua 31 de Março, 408 - Ipsep, Recife",-8.1057398,-34.9265457,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,VILLA SETE,villa sete,"Rua Sargento Silvio Delmar Holembach, 14 - Imbiribeira, Recife",-8.1049721,-34.90952189999999,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,mercadinho do bola,mercadinho do bola,"Rua Sindicato dos Bancários, 10 - Caçote, Recife",-8.1030187,-34.9315563,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercadinho,TARGET
"RECIFE, PE",,Auto Posto São Miguel,auto posto sao miguel,"Praça Venâncio de Rezende, 10 - Afogados, Recife",-8.0802292,-34.910943,"gas_station,convenience_store,store,food,point_of_interest,establishment",Posto (genérico),Posto / Conveniência,REVIEW
"RECIFE, PE",,Shell Select,shell select,"Avenida Marechal Mascarenhas de Morais, 2662 - Imbiribeira, Recife",-8.1080598,-34.9119971,"convenience_store,store,food,point_of_interest,establishment",Select (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Conveniência Do Bahia,conveniencia do bahia,"Rua General Carlos Líra, 39 - Afogados, Recife",-8.079966599999999,-34.910691,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Shell Select,shell select,"Avenida Recife, 2586 - Ipsep, Recife",-8.108107799999997,-34.9268148,"convenience_store,store,food,point_of_interest,establishment",Select (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Mercearia da Esquina,mercearia da esquina,"Avenida Sul Governador Cid Sampaio, 9 - Imbiribeira, Recife",-8.105870899999998,-34.90780849999999,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,BR Mania Conveniência,br mania conveniencia,"Rua São Miguel, 320 - Afogados, Recife",-8.0801226,-34.9096167,"convenience_store,store,food,point_of_interest,establishment",BR Mania (Petrobras),Conveniência,TARGET
"RECIFE, PE",,CONQUER MERCEARIA & CONVENIÊNCIA LTDA,conquerrcearia & conveniencia,"Rua Reinaldo Dorneles Câmara, 316 - Ibura, Recife",-8.107747499999999,-34.92919210000001,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"Rua Jean Emile Favre, 1083 - Ipsep, Recife",-8.1110969,-34.9194615,"gas_station,car_wash,convenience_store,car_repair,store,restaurant,food,point_of_interest,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Barraca do seu Zé,barraca do seu ze,"Rua Manoel Didier, 67 - Imbiribeira, Recife",-8.105337,-34.9057263,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,lojinha do val,lojinha do val,"Rua Manoel Didier, 20 - Imbiribeira, Recife",-8.107221,-34.9075667,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Bella Conveniência,bella conveniencia,"Dentro posto JD SP - Avenida Doutor José Rufino, 1508 - Barro, Recife",-8.0915552,-34.9365378,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Shell Select,shell select,"Avenida Recife, 5421 - San Martin, Recife",-8.0823599,-34.9333114,"convenience_store,store,food,point_of_interest,establishment",Select (Petrobras),Conveniência,TARGET
"RECIFE, PE",,Zita Conveniência,zita conveniencia,"Rua Tenente Mindelo - San Martin, Recife",-8.076381999999997,-34.9258333,"convenience_store,store,food,point_of_interest,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Conveniência,conveniencia,Brazil,-8.080525699999999,-34.904762,"convenience_store,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Posto Petrobras + GNV,posto petrobras + gnv,"Avenida Recife, 5421 - Jardim São Paulo, Recife",-8.0806357,-34.9332403,"gas_station,convenience_store,car_wash,car_repair,store,point_of_interest,food,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,ZHOU MERCADO INTELIGENTE,zhourcado inteligente,"Rua Monsenhor Tabosa, 217 - Imbiribeira, Recife",-8.110141999999998,-34.9081551,"convenience_store,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Mimi matheu,mimi matheu,"Rua Padre Nóbrega, 101 - Barro, Recife",-8.091709099999997,-34.9389033,"convenience_store,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,OLUAR BEBIDAS,oluar bebidas,"Rua Vinte e Um de Abril - San Martin, Recife",-8.0738833,-34.9229569,"convenience_store,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Conveniência,TARGET
"RECIFE, PE",,Mercearia Pai e Filho Nicacio,mercearia pai e filho nicacio,"Rua Caturité, 225 - San Martin, Recife",-8.0743903,-34.92543239999999,"convenience_store,store,point_of_interest,food,establishment",Independente / Sem chain identificado,Mercearia / Empório,TARGET
"RECIFE, PE",,Galeria Sam's Club Recife,galeria sam's club recife,"Avenida Marechal Mascarenhas de Morais, 3402 - Imbiribeira, Recife",-8.1143637,-34.914,"convenience_store,store,point_of_interest,food,establishment",Sam's Club,Atacarejo,TARGET
"RECIFE, PE",,Posto Petrobras,posto petrobras,"DE MORAIS - Avenida Marechal Mascarenhas de Morais, 3468 - Imbiribeira, Recife",-8.1152962,-34.91335879999999,"gas_station,convenience_store,car_wash,car_repair,store,restaurant,point_of_interest,food,establishment",Petrobras,Posto / Conveniência,TARGET
"RECIFE, PE",,Posto Petrobrás (Posto Mais),posto petrobras (posto mais),"Rua Jornalista Edson Regis, 1131 - Ibura, Recife",-8.109133,-34.9355,"gas_station,convenience_store,car_wash,car_repair,store,restaurant,point_of_interest,food,establishment",Posto (genérico),Posto / Conveniência,REVIEW
